"id","idCommentaireOriginal","texte","type"
1435,1434,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1436,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1437,1436,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1438,1437,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1439,1436,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1440,1439,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1441,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1442,1441,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1443,1442,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1444,1441,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1445,1444,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1446,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1447,1446,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1448,1447,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1449,1446,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1450,1449,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1451,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1452,1451,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1453,1452,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1454,1451,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1455,1454,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1456,0,"Un séjour absolument parfait, merci pour tout !",1
1457,1456,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1458,1457,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1459,1456,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1460,1459,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1461,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1462,1461,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1463,1462,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1464,1461,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1465,1464,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1466,0,"Un séjour absolument parfait, merci pour tout !",1
1467,1466,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1468,1467,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1469,1466,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1470,1469,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1471,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1472,1471,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1473,1472,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1474,1471,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1475,1474,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1476,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1477,1476,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1478,1477,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1479,1476,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1480,1479,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1481,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1482,1481,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1483,1482,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1484,1481,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1485,1484,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1486,0,"Un séjour absolument parfait, merci pour tout !",1
1487,1486,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1488,1487,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1489,1486,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1490,1489,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1491,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1492,1491,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1493,1492,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1494,1491,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1495,1494,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1496,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1497,1496,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1498,1497,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1499,1496,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1500,1499,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1501,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1502,1501,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1503,1502,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1504,1501,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1505,1504,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1506,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1507,1506,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1508,1507,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1509,1506,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1510,1509,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1511,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1512,1511,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1513,1512,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1514,1511,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1515,1514,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1516,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1517,1516,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1518,1517,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1519,1516,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1520,1519,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1521,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1522,1521,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1523,1522,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1524,1521,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1525,1524,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1526,0,"Un séjour absolument parfait, merci pour tout !",1
1527,1526,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1528,1527,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1529,1526,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1530,1529,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1531,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1532,1531,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1533,1532,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1534,1531,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1535,1534,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1536,0,"Un séjour absolument parfait, merci pour tout !",1
1537,1536,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1538,1537,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1539,1536,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1540,1539,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1541,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1542,1541,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1543,1542,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1544,1541,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1545,1544,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1546,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1547,1546,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1548,1547,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1549,1546,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1550,1549,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1551,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1552,1551,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1553,1552,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1554,1551,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1555,1554,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1556,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1557,1556,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1558,1557,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1559,1556,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1560,1559,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1561,0,"Un séjour absolument parfait, merci pour tout !",1
1562,1561,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1563,1562,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1564,1561,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1565,1564,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1566,0,"Un séjour absolument parfait, merci pour tout !",1
1567,1566,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1568,1567,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1569,1566,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1570,1569,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1571,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1572,1571,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1573,1572,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1574,1571,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1575,1574,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1576,0,"Un séjour absolument parfait, merci pour tout !",1
1577,1576,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1578,1577,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1579,1576,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1580,1579,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1581,0,"Un séjour absolument parfait, merci pour tout !",1
1582,1581,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1583,1582,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1584,1581,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1585,1584,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1586,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1587,1586,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1588,1587,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1589,1586,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1590,1589,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1591,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1592,1591,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1593,1592,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1594,1591,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1595,1594,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1596,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1597,1596,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1598,1597,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1599,1596,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1600,1599,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1601,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1602,1601,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1603,1602,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1604,1601,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1605,1604,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1606,0,"Un séjour absolument parfait, merci pour tout !",1
1607,1606,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1608,1607,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1609,1606,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1610,1609,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1611,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1612,1611,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1613,1612,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1614,1611,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1615,1614,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1616,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1617,1616,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1618,1617,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1619,1616,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1620,1619,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1621,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1622,1621,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1623,1622,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1624,1621,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1625,1624,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1626,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1627,1626,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1628,1627,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1629,1626,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1630,1629,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1631,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1632,1631,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1633,1632,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1634,1631,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1635,1634,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1636,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1637,1636,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1638,1637,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1639,1636,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1640,1639,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1641,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1642,1641,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1643,1642,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1644,1641,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1645,1644,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1646,0,"Un séjour absolument parfait, merci pour tout !",1
1647,1646,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1648,1647,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1649,1646,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1650,1649,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1651,0,"Service impeccable, accueil chaleureux, je ne pouvais pas espérer mieux.",1
1652,1651,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1653,1652,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1654,1651,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1655,1654,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1656,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1657,1656,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1658,1657,"Nous vous remercions chaleureusement pour vos mots et attendons votre retour avec impatience.",1
1659,1656,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1660,1659,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1661,0,"Exceptionnel sur tous les points, je recommande vivement.",1
1662,1661,"Nous sommes ravis de lire votre satisfaction ! Merci d'avoir choisi notre établissement.",1
1663,1662,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1664,1661,"Votre enthousiasme est notre meilleure récompense. Nous avons hâte de vous accueillir à nouveau.",1
1665,1664,"C'est toujours un plaisir de servir nos clients. À très bientôt !",1
1666,0,"Bon séjour dans l'ensemble, mais quelques points à améliorer.",2
1667,1666,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1668,1667,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1669,1666,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1670,1669,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1671,0,"Correct, mais je m'attendais à un peu mieux vu les avis.",2
1672,1671,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1673,1672,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1674,1671,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1675,1674,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1676,0,"Bon séjour dans l'ensemble, mais quelques points à améliorer.",2
1677,1676,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1678,1677,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1679,1676,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1680,1679,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1681,0,"Correct, mais je m'attendais à un peu mieux vu les avis.",2
1682,1681,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1683,1682,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1684,1681,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1685,1684,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1686,0,"Bon séjour dans l'ensemble, mais quelques points à améliorer.",2
1687,1686,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1688,1687,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1689,1686,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1690,1689,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1691,0,"Bon séjour dans l'ensemble, mais quelques points à améliorer.",2
1692,1691,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1693,1692,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1694,1691,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1695,1694,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1696,0,"Plutôt satisfait, mais il y a de la marge pour rendre l'expérience plus mémorable.",2
1697,1696,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1698,1697,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1699,1696,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1700,1699,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1701,0,"Correct, mais je m'attendais à un peu mieux vu les avis.",2
1702,1701,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1703,1702,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1704,1701,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1705,1704,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1706,0,"Bon séjour dans l'ensemble, mais quelques points à améliorer.",2
1707,1706,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1708,1707,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1709,1706,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1710,1709,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1711,0,"Bon séjour dans l'ensemble, mais quelques points à améliorer.",2
1712,1711,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1713,1712,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1714,1711,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1715,1714,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1716,0,"Correct, mais je m'attendais à un peu mieux vu les avis.",2
1717,1716,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1718,1717,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1719,1716,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1720,1719,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1721,0,"Plutôt satisfait, mais il y a de la marge pour rendre l'expérience plus mémorable.",2
1722,1721,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1723,1722,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1724,1721,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1725,1724,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1726,0,"Correct, mais je m'attendais à un peu mieux vu les avis.",2
1727,1726,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1728,1727,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1729,1726,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1730,1729,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1731,0,"Correct, mais je m'attendais à un peu mieux vu les avis.",2
1732,1731,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1733,1732,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1734,1731,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1735,1734,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1736,0,"Plutôt satisfait, mais il y a de la marge pour rendre l'expérience plus mémorable.",2
1737,1736,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1738,1737,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1739,1736,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1740,1739,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1741,0,"Correct, mais je m'attendais à un peu mieux vu les avis.",2
1742,1741,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1743,1742,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1744,1741,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1745,1744,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1746,0,"Correct, mais je m'attendais à un peu mieux vu les avis.",2
1747,1746,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1748,1747,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1749,1746,"Merci pour votre retour, nous sommes attentifs à vos suggestions pour améliorer nos services.",2
1750,1749,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
1751,0,"Plutôt satisfait, mais il y a de la marge pour rendre l'expérience plus mémorable.",2
1752,1751,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1753,1752,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1754,1751,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1755,1754,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1756,0,"Correct, mais je m'attendais à un peu mieux vu les avis.",2
1757,1756,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1758,1757,"Nous espérons vous offrir une meilleure expérience lors de votre prochaine visite.",2
1759,1756,"Votre avis est important pour nous aider à progresser. Merci d'avoir pris le temps de nous écrire.",2
1760,1759,"Nous travaillons déjà sur les améliorations évoquées. Merci de votre compréhension.",2
